chunk,article,law
"Krivični zakonik | Protivpravno lišenje slobode | (1) Ko drugog protivpravno zatvori, drži zatvorenog ili mu na drugi način protivpravno oduzme ili ograniči slobodu kretanja, kazniće se zatvorom do tri godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice zloupotrebom svog položaja ili ovlašćenja, kazniće se zatvorom od šest meseci do pet godina. (3) Ako je protivpravno lišenje slobode trajalo duže od trideset dana ili je vršeno na svirep način ili je licu koje je protivpravno lišeno slobode usled toga teško narušeno zdravlje ili su nastupile druge teške posledice, učinilac će se kazniti zatvorom od jedne do osam godina. (4) Ako je usled dela iz st. 1. i 3. ovog člana nastupila smrt lica koje je proti vpravno lišeno slobode, učinilac će se kazniti zatvorom od dve do dvanaest godina. (5) Za pokušaj dela iz stava 1. ovog člana kazniće se. ",Član  132  ,Krivični zakonik
"Krivični zakonik | Povreda slobode kretanja i nastanjivanja | (1) Ko protivpravno uskrati ili ograniči građaninu Srbije slobod u kretanja ili nastanjivanja na teritoriji Srbije, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom do tri godine. ",Član 133  ,Krivični zakonik
"Krivični zakonik | Otmica | Ko silom, pretn jom, obmanom ili na drugi način odvede ili zadrži neko lice u nameri da od njega ili drugog lica iznudi novac ili kakvu drugu imovinsku korist ili da njega ili koga drugog prinudi da nešto učini, ne učini ili trpi, kazniće se zatvorom od dve do deset godin a. ",Član 134  ,Krivični zakonik
"Krivični zakonik | Otmica | Ko radi ostvarenja cilja otmice preti ubistvom ili teškom telesnom povredom otetom licu, kazniće se zatvorom od tri do dvanaest godina. ",Član 134  ,Krivični zakonik
"Krivični zakonik | Otmica | Ako je oteto lice zadržano duže od deset dana ili je prema njemu postupano na svirep način ili mu je teško narušeno zdravlje ili su nastupile druge teške posledice ili ko delo iz stava 1. ovog člana učini prema maloletnom licu, učinilac će se kazniti zatvorom od tri do petnaest godina. ",Član 134  ,Krivični zakonik
"Krivični zakonik | Otmica | Ako je usled dela iz st. 1. do 3. ovog člana nastupila smrt otetog lica ili je delo izvršeno od strane grupe, učinilac će se kazniti zatvorom od pet do osamnaest godina. ",Član 134  ,Krivični zakonik
"Krivični zakonik | Otmica | Ako je delo iz st. 1. do 3. ovog člana izvršeno od strane organizovane kriminalne grupe, učinilac će se kazniti zatvorom od najmanje pet godina. ",Član 134  ,Krivični zakonik
"Krivični zakonik | Prinud a | (1) Ko drugog silom ili pretnjom prinudi da nešto učini ili ne učini ili trpi, kazniće se zatvorom do tri godine. (2) Ko delo iz stava 1. ovog člana učini na svirep način ili pretnjom ubistvom ili teškom telesnom povredom ili otmicom, kazniće se zatvorom od šest meseci do pet godina. (3) Ako je usled dela iz st. 1. i 2. ovog člana nastupila teška telesna povreda ili druge teške posledice, učinilac će se kazniti zatvorom od jedne do deset godina. (4) Ako je usled dela iz st. 1. i 2. ovog član a nastupila smrt prinuđenog lica ili je delo izvršeno od strane grupe, učinilac će se kazniti zatvorom od tri do dvanaest godina. (5) Ako je delo iz st. 1. i 2. ovog člana izvršeno od strane organizovane kriminalne grupe, učinilac će se kazniti zatvorom o d pet do petnaest godina. ",Član 135  ,Krivični zakonik
"Krivični zakonik | Iznuđivanje iskaza | (1) Službeno lice koje u vršenju službe upotrebi silu ili pretnju ili drugo nedopušteno sredstvo ili nedopušten način u namer i da iznudi iskaz ili neku drugu izjavu od okrivljenog, svedoka, veštaka i li drugog lica, kazniće se zatvorom od tri meseca do pet godina. (2) Ako je iznuđivanje iskaza ili izjave praćeno teškim nasiljem ili ako su usled iznuđenog iskaza nastupile naročito teške posledice za okrivljenog u krivičnom postupku, učinilac će se kazn iti zatvorom od dve do deset godina",Član 136  ,Krivični zakonik
"Krivični zakonik | Zlostavljanje i mučenje | (1) Ko zlostavlja drugog ili prema njemu postupa na način kojim se vređa ljudsko dostojanstvo, kazniće se zatvorom do jedne godine. (2) Ko primenom sile, pretnje, ili na drugi nedozvoljeni način drugome nanese veliki bol ili teške patnje s ciljem da od nj ega ili od trećeg lica dobije priznanje, iskaz ili drugo obaveštenje ili da se on ili neko treće lice zastraši ili nezakonito kazni, ili to učini iz druge pobude zasnovane na bilo kakvom obliku diskriminacije, kazniće se zatvorom od šest meseci do pet godi na. (3) Ako delo iz st. 1. i 2. ovog člana učini službeno lice u vršenju službe, kazniće se za delo iz stava 1. zatvorom od tri meseca do tri godine, a za delo iz stava 2. zatvorom od dve do deset godina. ",Član 137  ,Krivični zakonik
"Krivični zakonik | Ugrožavanje sigurnosti | (1) Ko ugrozi s igurnost nekog lica pretnjom da će napasti na život ili telo tog lica ili njemu bliskog lica, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ko delo iz stava 1. ovog člana učini prema više lica ili ako je delo izazvalo uznemirenost građana ili druge teške posledice, kazniće se zatvorom od tri meseca do tri godine. (3) Ko delo iz stava 1. ovog člana učini prema predsedniku Republike, narodnom poslaniku, predsedniku Vlade, članovima Vlade, sudiji Ustavnog suda, sudiji, javnom tužiocu i zamen iku javnog tužioca, advokatu, policijskom službeniku i licu koje obavlja poslove od javnog značaja u oblasti informisanja u vezi sa poslovima koje obavlja, kazniće se zatvorom od šest meseci do pet godina. ",Član 138  ,Krivični zakonik
"Krivični zakonik | Proganjanje | Ko u toku određenog vremenskog perioda uporno: 1) drugo lice neovlašćeno prati ili preduzima druge radnje u cilju fizičkog približavanja tom licu protivno njegovoj volji; 2) protivno volji drugog lica nastoji da sa njim uspostavi kontakt neposredno, preko trećeg lica ili pu tem sredstava komunikacije; 3) zloupotrebljava podatke o ličnosti drugog lica ili njemu bliskog lica radi naručivanja robe ili usluga; 4) preti napadom na život, telo ili slobodu drugog lica ili njemu bliskog lica; 5) preduzima druge slične radnje na na čin koji može osetno da ugrozi lični život lica prema kome se radnje preduzimaju, kazniće se novčanom kaznom ili zatvorom do tri godine. ",Član 138a  ,Krivični zakonik
"Krivični zakonik | Proganjanje | Ako je delom iz stava 1. ovog člana izazvana opasnost po život, zdravlje ili telo lica prema kome je delo izvršen o ili njemu bliskog lica, učinilac će se kazniti zatvorom od tri meseca do pet godina. ",Član 138a  ,Krivični zakonik
"Krivični zakonik | Proganjanje | Ako je usled dela iz stava 1. ovog člana nastupila smrt drugog lica ili njemu bliskog lica, učinilac će se kazniti zatvorom od jedne do deset godina. ",Član 138a  ,Krivični zakonik
"Krivični zakonik | Narušavanje nepovredivosti stana | (1) Ko neovlašćeno prodre u tuđ stan ili tuđe zatvorene prostore ili se na zahtev ovlašćenog lica iz tog stana ili prostora n e udalji, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ako je delo iz stava 1. ov og člana učinilo službeno lice u vršenju službe, kazniće se zatvorom do tri godine. (3) Za pokušaj dela iz st. 1. i 2. ovog člana kazniće se. ",Član 139  ,Krivični zakonik
"Krivični zakonik | Protivzakonito pretresanje | Službeno lice koje u vršenju službe protivzakonito vrši pretresanje stana, prostorija ili lica, kazniće se zatvorom do tri godine. ",Član 140,Krivični zakonik
"Krivični zakonik | Neovlašćeno otkrivanje tajne | (1) Advokat, lekar ili drugo lice koje neovlašćeno otkrije tajnu koju je saznalo u vršenju svog poziva, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Neće se kazniti za delo iz stava 1. ovog člana ko otkrije tajnu u opštem interesu ili inte resu drugog lica, koji je pretežniji od interesa čuvanja tajne. ",Član 141  ,Krivični zakonik
"Krivični zakonik | Povreda tajnosti pisma i drugih pošiljki | (1) Ko neovlašćeno otvori tuđe pismo, telegram ili kakvo drugo zatvoreno pismeno ili pošiljku ili na drugi način povredi njih ovu tajnost ili ko neovlašćeno zadrži, prikrije, uništi ili drugom preda tuđe pismo, telegram ili drugu pošiljku ili ko povredi t ajnost elektronske pošte ili drugog sredstva za telekomunikaciju, kazniće se novčanom kaznom ili zatvorom do dve godine. (2) Kaznom iz stava 1. ovog člana kazniće se i ko saopšti drugom sadržinu koju je saznao povredom tajnosti tuđeg pisma, telegrama ili ka kvog drugog zatvorenog pismena ili pošiljke ili se tom sadržinom posluži. (3) Ako delo iz st. 1. i 2. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom od šest meseci do tri godine. ",Član 142  ,Krivični zakonik
"Krivični zakonik | Neovlašćeno prisluškivanje i snimanje | (1) Ko posebnim uređajima neovlašćeno prisluškuje ili snima razgovor, izjavu ili kakvo saopštenje koji mu nisu namenjeni, kazniće se novčanom kaznom ili zatvorom od tri meseca do tri godine. (2) Kaznom iz stava 1. ovog člana kazniće se i ko omogući nepozvanom licu da se upozna sa razgovorom, izjavom ili saopštenjem koji su neovlašćeno prisluškivani, odnosno tonski snimani. (3) Ako je delo iz st. 1. i 2. ovog člana učinilo službeno lice u vršenju službe, kazniće se zatvorom od šest meseci do pet godina. ",Član 143  ,Krivični zakonik
"Krivični zakonik | Neovl ašćeno fotografisanje | (1) Ko neovlašćeno načini fotografski, filmski, video ili drugi snimak nekog lica i time osetno zadre u njegov lični život il i ko takav snimak preda ili pokazuje trećem licu ili mu na drugi način omogući da se sa njim upozn a, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom do tri godine. ",Član 144  ,Krivični zakonik
"Krivični zakonik | Neovlašćeno objavljivanje i prikazivanje tuđeg spisa, portreta i snimka | (1) Ko objavi ili prikaže spis, portret, fotografiju, film ili fonogram ličnog karaktera bez pristanka lica koje je spis sastav ilo ili na koga se spis odnosi, odnosno bez pristanka lica koje je prikazano na portretu, fotografiji ili filmu ili čiji je glas sn imljen na fonogramu ili bez pristanka drugog lica čiji se pristanak po zakonu traži i time osetno zadre u lični život tog lica, kazniće se novčanom kaznom ili zatvorom do dve godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe , kazniće se zatvorom do tri godine. ",Član 145  ,Krivični zakonik
"Krivični zakonik | Neovlašćeno prikupljanje ličnih podataka | (1) Ko podatke o ličnosti koji se prikupljaju, obrađuju i koriste na osnovu zakona neovlašćeno pribavi, saopšti drugom ili upotrebi u svrhu za koju nisu namenjeni, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Kaznom iz stava 1. ovog člana kazniće se i ko protivno zakonu prikuplja podatke o ličnosti građana ili tako prikupljene podatke koristi. (3) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom do tri godine. ",Član 146  ,Krivični zakonik
"Krivični zakonik | Povreda prava na podnošenje pravnog sredstva | (1) Ko spreči drugog da koristi pravo na podnošenje molbe, prijave, tužbe, žalbe, prigovora, drugog pravnog sredstva, kao i drugog podneska, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom od tri meseca do tri godine. ",Član 147  ,Krivični zakonik
"Krivični zakonik | Povreda slobode govora i javnog istupanja | (1) Ko drugom na protivpravan način uskrati ili ograniči slobodu govora ili javnog istupanja, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom do tri godine. ",Član 148  ,Krivični zakonik
"Krivični zakonik | Sprečavanje štampanja i rasturanja štampanih stvari i emitovanje programa | (1) Ko neovlašćeno spreči ili ometa štampanje , snimanje, prodaju ili rasturanje knjiga, časopisa, novina, audio i video kaseta ili drugih sličnih štampanih ili snimljenih stvari, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Kaznom iz stava 1. ovog člana kazniće se i ko neovlašćeno sp reči ili ometa emitovanje radio i televizijskog programa. (3) Ako delo iz stava 1. ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom do tri godine. ",Član 149  ,Krivični zakonik
"Krivični zakonik | Sprečavanje objavljivanja odgovora i ispravke | Ko suprotno pravnosnažnoj odlu ci suda odbije ili spreči objavljivanje odgovora ili ispravke objavljenog netačnog podatka ili obaveštenja kojim se povređuje nečije pravo ili interes, kazniće se novčanom kaznom ili zatvorom do jedne godine. ",Član 150  ,Krivični zakonik
"Krivični zakonik | Sprečavanje javnog skupa | (1) Ko sil om, pretnjom, obmanom ili na drugi način spreči ili ometa javni skup koji je organizovan u skladu sa zakonom, ukoliko nisu ostvarena obeležja nekog drugog težeg krivičnog dela, kazniće se novčanom kaznom ili zatvorom do dve godine. (2) Ako delo iz stava 1 . ovog člana učini službeno lice u vršenju službe, kazniće se zatvorom od tri meseca do tri godine. ",Član 151  ,Krivični zakonik
"Krivični zakonik | Sprečavanje političkog, sindikalnog i drugog udruživanja i delovanja | (1) Ko svesnim kršenjem zakona ili na drugi protivpravan način spreči ili o meta političko, sindikalno ili drugo udruživanje ili delovanje građana ili delovanje njihovih političkih, sindikalnih ili drugih udruženja, kazniće se novčanom kaznom ili zatvorom do dve godine. (2) Ako delo iz stava 1. ovog člana učini službeno lice u vr šenju službe, kazniće se zatvorom od tri meseca do tri godine. ",Član 152  ,Krivični zakonik
"Krivični zakonik | Gonjenje za krivična dela protiv sloboda i prava čoveka i građanina | (1) Gonjenje za delo iz čl. 139. stav 1, 142. st. 1. i 2, 143. st. 1. i 2, 144. stav 1, 145. stav 1, 146. st. 1. i 2. i 147. stav 1. ovog zakonika preduzima se po privatnoj tužbi. (2) Gonjenje za delo iz čl. 141, 149. st. 1. i 2, 150, 151. stav 1. i 152. stav 1. ovog zakonika preduzima se po predlogu. ",Član 153,Krivični zakonik
"Krivični zakonik | Povreda prava kandidovanja | Ko kršenjem zakona ili na drugi protivpravan način spreči ili ometa kandidovanje na izborima, kazniće se novčanom kaznom ili zatvorom do jedne godine. ",Član 154  ,Krivični zakonik
"Krivični zakonik | Povreda prava glasanja | (1) Ko drugog u nameri da mu onemogući vršenje prava glasanja, protivzakonito ne upiše u spisak glasača, izbriše iz tog spiska ili ga na drugi protivpravan način spreči ili omete da glasa, kazniće se novčanom kaznom ili zatvorom do jedne godine. (2) Ko silom ili pretnjom prinudi drugog da na izborima, glasanju o opozivu ili na referendumu vrši ili ne vrši pravo glasanja il i da glasa za ili protiv određenog kandidata odnosno predloga, kazniće se zatvorom od tri meseca do tri godine. ",Član 155  ,Krivični zakonik
